trial_id,random_order,dataset_number,dataset_slug,dataset_label,stimulus_set,condition_id,condition_name,cohesion,transitivity,n_images,img1,img1_role,img2,img2_role,img3,img3_role,img4,img4_role,between_image,audio_probe,between_audio,between_audio_lock_sec,source_dataset_folder
d030_set1_it_ic,41,30,030_smile_make_momos,smile_make_momos,1,it_ic,intransitive_incohesive,incohesive,intransitive,3,MainStimuli/030_smile_make_momos/ic_1.png,ic_1,MainStimuli/030_smile_make_momos/it_target.png,it_target,MainStimuli/030_smile_make_momos/end_ic_it.png,end_ic_it,,,BetweenTrials/nepal_2025_049_img_6851.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/30_smile_make momos
d028_set1_it_ic,42,28,028_jump_peel_orange,jump_peel_orange,1,it_ic,intransitive_incohesive,incohesive,intransitive,3,MainStimuli/028_jump_peel_orange/ic_1.png,ic_1,MainStimuli/028_jump_peel_orange/it_target.png,it_target,MainStimuli/028_jump_peel_orange/end_ic_it.png,end_ic_it,,,BetweenTrials/nepal_2025_050_img_6825.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange
d026_set1_it_coh,43,26,026_sleep_drag_log,sleep_drag_log,1,it_coh,intransitive_cohesive,cohesive,intransitive,4,MainStimuli/026_sleep_drag_log/coh_1.png,coh_1,MainStimuli/026_sleep_drag_log/coh_2.png,coh_2,MainStimuli/026_sleep_drag_log/it_target.png,it_target,MainStimuli/026_sleep_drag_log/end_coh_it.png,end_coh_it,BetweenTrials/nepal_2025_051_img_7091.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/26_sleep_drag log
d023_set1_it_coh,44,23,023_stand_tear_paper,stand_tear_paper,1,it_coh,intransitive_cohesive,cohesive,intransitive,4,MainStimuli/023_stand_tear_paper/coh_1.png,coh_1,MainStimuli/023_stand_tear_paper/coh_2.png,coh_2,MainStimuli/023_stand_tear_paper/it_target.png,it_target,MainStimuli/023_stand_tear_paper/end_coh_it.png,end_coh_it,BetweenTrials/nepal_2025_052_img_7094.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/23_stand_tear paper
d001_set1_tr_coh,45,1,001_cough_throw_bones,cough_throw_bones,1,tr_coh,transitive_cohesive,cohesive,transitive,3,MainStimuli/001_cough_throw_bones/coh_1.png,coh_1,MainStimuli/001_cough_throw_bones/coh_2.png,coh_2,MainStimuli/001_cough_throw_bones/tr_target.png,tr_target,,,BetweenTrials/nepal_2025_053_img_6866.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/1_cough_throw bones
d002_set1_tr_ic,46,2,002_stand_weave_basket,stand_weave_basket,1,tr_ic,transitive_incohesive,incohesive,transitive,3,MainStimuli/002_stand_weave_basket/ic_1.png,ic_1,MainStimuli/002_stand_weave_basket/tr_target.png,tr_target,MainStimuli/002_stand_weave_basket/end_ic_tr.png,end_ic_tr,,,BetweenTrials/nepal_2025_054_img_6953.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/2_stand_weave basket
d014_set1_tr_ic,47,14,014_ascend_weave_raincoat,ascend_weave_raincoat,1,tr_ic,transitive_incohesive,incohesive,transitive,3,MainStimuli/014_ascend_weave_raincoat/ic_1.png,ic_1,MainStimuli/014_ascend_weave_raincoat/tr_target.png,tr_target,MainStimuli/014_ascend_weave_raincoat/end_ic_tr.png,end_ic_tr,,,BetweenTrials/nepal_2025_055_img_6743.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat
d003_set1_tr_coh,48,3,003_rest_cook_fish,rest_cook_fish,1,tr_coh,transitive_cohesive,cohesive,transitive,3,MainStimuli/003_rest_cook_fish/coh_1.png,coh_1,MainStimuli/003_rest_cook_fish/coh_2.png,coh_2,MainStimuli/003_rest_cook_fish/tr_target.png,tr_target,,,BetweenTrials/nepal_2025_056_img_7017.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/3_rest_cook fish
d001_set1_it_ic,49,1,001_cough_throw_bones,cough_throw_bones,1,it_ic,intransitive_incohesive,incohesive,intransitive,3,MainStimuli/001_cough_throw_bones/ic_1.png,ic_1,MainStimuli/001_cough_throw_bones/it_target.png,it_target,MainStimuli/001_cough_throw_bones/end_ic_it.png,end_ic_it,,,BetweenTrials/nepal_2025_057_img_6977.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/1_cough_throw bones
d010_set1_tr_ic,50,10,010_run_cook_pancakes,run_cook_pancakes,1,tr_ic,transitive_incohesive,incohesive,transitive,3,MainStimuli/010_run_cook_pancakes/ic_1.png,ic_1,MainStimuli/010_run_cook_pancakes/tr_target.png,tr_target,MainStimuli/010_run_cook_pancakes/end_ic_tr.png,end_ic_tr,,,BetweenTrials/nepal_2025_058_img_6824.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/10_run_cook pancakes
d013_set1_it_coh,51,13,013_stand_wash_clothes,stand_wash_clothes,1,it_coh,intransitive_cohesive,cohesive,intransitive,4,MainStimuli/013_stand_wash_clothes/coh_1.png,coh_1,MainStimuli/013_stand_wash_clothes/coh_2.png,coh_2,MainStimuli/013_stand_wash_clothes/it_target.png,it_target,MainStimuli/013_stand_wash_clothes/end_coh_it.png,end_coh_it,BetweenTrials/nepal_2025_059_img_6779.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes
d015_set1_it_ic,52,15,015_smile_clean_wall,smile_clean_wall,1,it_ic,intransitive_incohesive,incohesive,intransitive,3,MainStimuli/015_smile_clean_wall/ic_1.png,ic_1,MainStimuli/015_smile_clean_wall/it_target.png,it_target,MainStimuli/015_smile_clean_wall/end_ic_it.png,end_ic_it,,,BetweenTrials/nepal_2025_060_img_6905.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall
d028_set1_tr_coh,53,28,028_jump_peel_orange,jump_peel_orange,1,tr_coh,transitive_cohesive,cohesive,transitive,3,MainStimuli/028_jump_peel_orange/coh_1.png,coh_1,MainStimuli/028_jump_peel_orange/coh_2.png,coh_2,MainStimuli/028_jump_peel_orange/tr_target.png,tr_target,,,BetweenTrials/nepal_2025_061_img_6896.jpg,0,,0,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/28_jump_peel orange
